zone_id,jurisdiction_id,jurisdiction_name,zone_code,zone_name,category,min_lot_size_sf,min_lot_width_ft,max_density_dua,max_far,max_lot_coverage_pct,max_height_ft,max_stories,front_setback_ft,side_setback_ft,rear_setback_ft,parking_ratio,source_doc,source_citation,source_page,provenance,confidence,human_verified,notes
az-paradise-valley:r-18,az-paradise-valley,Town of Paradise Valley,R-18,Single-Family Residential (R-18),residential,18000,120,TBD,0.25,TBD,24,1,40,20,40,2 spaces per dwelling unit,az-paradise-valley-zoning,"Zoning Ordinance Article X, Sec. 1001, Table 1001-A1 & Table 1001-A2 (Ord. 2021-01)",,official-pdf,extracted,,"Side 20. Max 1 story. max_height_ft=24 at min lot. max_far 0.25 = Table 25%. No separate lot-coverage % (TBD). Height lot-size-based (Table 1001-A2). Source: official Town PDF, curl with browser UA."
az-paradise-valley:r-18a,az-paradise-valley,Town of Paradise Valley,R-18A,Single-Family Residential (R-18A),residential,18000,120,TBD,0.25,TBD,24,1,35,10,35,2 spaces per dwelling unit,az-paradise-valley-zoning,"Zoning Ordinance Article X, Sec. 1001, Table 1001-A1 & Table 1001-A2 (Ord. 2021-01)",,official-pdf,extracted,,"R-18A applies only to specified annexed subdivisions (Firebrand Ranch, Mountain View Estates Replat, Arcadia Square, Orange Valley Estates No 3, Grosse Point Two, Quail Vista). Front 35, side 10, rear 35, side/rear-with-frontage 35. Max 1 story. max_height_ft=24 at min lot. max_far 0.25. No separate lot-coverage % (TBD). Source: official Town PDF, curl with browser UA."
az-paradise-valley:r-35,az-paradise-valley,Town of Paradise Valley,R-35,Single-Family Residential (R-35),residential,35000,150,TBD,0.25,TBD,24,2,40,20,40,2 spaces per dwelling unit,az-paradise-valley-zoning,"Zoning Ordinance Article X, Sec. 1001, Table 1001-A1 & Table 1001-A2 (Ord. 2021-01)",,official-pdf,extracted,,"Side 20 min; per footnote 3, any second story must be set back 40, and on single-story buildings any portion >24 ft set back 40. max_height_ft=24 at min lot. max_far 0.25 = Table 25%. No separate lot-coverage % (TBD). Height lot-size-based (Table 1001-A2). Source: official Town PDF, curl with browser UA."
az-paradise-valley:r-35a,az-paradise-valley,Town of Paradise Valley,R-35A,Single-Family Residential (R-35A),residential,35000,150,TBD,0.25,TBD,24,1,40,15,40,2 spaces per dwelling unit,az-paradise-valley-zoning,"Zoning Ordinance Article X, Sec. 1001, Table 1001-A1 & Table 1001-A2 (Ord. 2021-01)",,official-pdf,extracted,,"R-35A applies only to annexed subdivisions Firebrand Ranch and Mountain View Estates Replat. Side 15 min; footnote 3 second-story/over-24-ft 40-ft setback rule applies. Max 1 story. max_height_ft=24 at min lot. max_far 0.25. No separate lot-coverage % (TBD). Source: official Town PDF, curl with browser UA."
az-paradise-valley:r-43,az-paradise-valley,Town of Paradise Valley,R-43,Single-Family Residential (R-43),residential,43560,165,TBD,0.25,TBD,24,2,40,20,40,2 spaces per dwelling unit,az-paradise-valley-zoning,"Zoning Ordinance Article X, Sec. 1001, Table 1001-A1 & Table 1001-A2 (Ord. 2021-01)",,official-pdf,extracted,,"43,560 sf = 1.0 acre. max_height_ft=24 at min lot (<3 ac); rises to 26/30 on larger lots per Table 1001-A2. Also subject to 20% sky-plane height rule (R-43/R-175 non-hillside). max_far 0.25 = Table 25%. No separate lot-coverage % (TBD). Source: official Town PDF, curl with browser UA."
az-peoria:bpi,az-peoria,City of Peoria,BPI,Business Park Industrial District (BPI),industrial,TBD,80,TBD,TBD,TBD,48,TBD,30,20,25,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-502(I) and Sec. 21-506 Property Development Standards (industrial table)",,official-html,extracted,,"From Sec. 21-506 industrial development-standards table. Min lot area N/R -> TBD; min lot width 80 ft. Max lot coverage N/R -> TBD. Max principal building height 48 ft (table note 'b'). Front setback 30 ft; least single side 20 ft (recorded as side_setback), total sides 40 ft; rear 25 ft; corner side 20 ft; setback from residential zoning districts 30 ft. Permitted/conditional uses per Sec. 21-503 Land Use Matrix. No density/FAR published."
az-peoria:c-1,az-peoria,City of Peoria,C-1,Convenience Commercial District (C-1),commercial,TBD,TBD,TBD,TBD,TBD,30,TBD,15,TBD,20,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-502(B) and Sec. 21-506 (commercial table)",,official-html,extracted,,Min lot width N/R; min lot/site depth 120 ft (table); max lot coverage N/R -> TBD. Max height 30 ft; front/corner 15 ft; rear 20 ft; setback from residential zones 30 ft. Permitted/conditional uses per Sec. 21-503 Land Use Matrix. No density/FAR/story standard published.
az-peoria:c-2,az-peoria,City of Peoria,C-2,Intermediate Commercial District (C-2),commercial,TBD,TBD,TBD,TBD,TBD,48,TBD,15,TBD,20,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-502(E) and Sec. 21-506 (commercial table)",,official-html,extracted,,Min lot area/width/depth N/R; max lot coverage N/R -> TBD. Max height 48 ft (table note 'a'). Front/corner 15 ft; rear 20 ft; setback from residential zones 30 ft. Permitted/conditional uses per Sec. 21-503 Land Use Matrix. No density/FAR published.
az-peoria:c-3,az-peoria,City of Peoria,C-3,Central Commercial District (C-3),commercial,TBD,TBD,TBD,TBD,100,48,TBD,TBD,TBD,TBD,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-502(F) and Sec. 21-506 (commercial table)",,official-html,extracted,,"Max lot coverage 100%; max height 48 ft. Front, corner, rear, and interior setbacks all 'N/R' (no requirement) in the table -> recorded TBD (zero/no minimum setback required). Setback from residential zones N/R. Min lot area/width/depth N/R. Permitted/conditional uses per Sec. 21-503 Land Use Matrix. No density/FAR published."
az-peoria:c-4,az-peoria,City of Peoria,C-4,General Commercial District (C-4),commercial,TBD,TBD,TBD,TBD,TBD,48,TBD,15,TBD,20,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-502(G) and Sec. 21-506 (commercial table)",,official-html,extracted,,Min lot area/width/depth N/R; max lot coverage N/R -> TBD. Max height 48 ft (table note 'a'). Front/corner 15 ft; rear 20 ft; setback from residential zones 30 ft. Permitted/conditional uses per Sec. 21-503 Land Use Matrix. No density/FAR published.
az-peoria:c-5,az-peoria,City of Peoria,C-5,Regional Commercial District (C-5),commercial,435600,TBD,TBD,TBD,TBD,60,TBD,40,TBD,30,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-502(H) and Sec. 21-506 (commercial table)",,official-html,extracted,,"Min lot/site area 10 acres (435,600 sf). Min lot/site depth 660 ft; min frontage on one arterial 660 ft. Max lot coverage N/R -> TBD. Max height 60 ft; front/corner 40 ft; rear 30 ft; setback from residential zones 120 ft. Permitted/conditional uses per Sec. 21-503 Land Use Matrix. No density/FAR published."
az-peoria:i-1,az-peoria,City of Peoria,I-1,Light Industrial District (I-1),industrial,TBD,80,TBD,TBD,TBD,48,TBD,20,0,25,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-502(K) and Sec. 21-506 (industrial table)",,official-html,extracted,,"Min lot area N/R -> TBD; min lot width 80 ft. Max lot coverage N/R -> TBD. Max height 48 ft. Front 20 ft; least single side 0 ft (recorded), total sides 20 ft; rear 25 ft; corner side 20 ft; setback from residential zoning districts 50 ft. Permitted/conditional uses per Sec. 21-503 Land Use Matrix. No density/FAR published."
az-peoria:i-2,az-peoria,City of Peoria,I-2,Heavy Industrial District (I-2),industrial,TBD,80,TBD,TBD,TBD,60,TBD,60,0,40,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-502(L) and Sec. 21-506 (industrial table)",,official-html,extracted,,"Min lot area N/R -> TBD; min lot width 80 ft. Max lot coverage N/R -> TBD. Max height 60 ft (table note 'b'). Front 60 ft; least single side 0 ft (recorded), total sides 30 ft; rear 40 ft; corner side 30 ft; setback from residential zoning districts 50 ft. Permitted/conditional uses per Sec. 21-503 Land Use Matrix. No density/FAR published."
az-peoria:o-1,az-peoria,City of Peoria,O-1,Office Commercial District (O-1),commercial,TBD,50,TBD,TBD,TBD,30,TBD,15,TBD,20,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-502(A) and Sec. 21-506 Property Development Standards (commercial table)",,official-html,extracted,,"From Sec. 21-506 commercial development-standards table. Min lot/site area, lot/site depth, and max lot coverage are 'N/R' (no requirement) in the table -> recorded TBD (no published numeric standard). Min lot width 50 ft; front and corner setback 15 ft; rear 20 ft; setback from residential zones 30 ft. No interior rear/side setback specified (N/R). Use lists summarized from district intent statement; detailed permitted/conditional uses are in the Sec. 21-503 Land Use Matrix (not enumerated here). No density/FAR/story standard published."
az-peoria:pc-1,az-peoria,City of Peoria,PC-1,Planned Neighborhood Commercial District (PC-1),commercial,130680,TBD,TBD,TBD,30,30,TBD,60,60,20,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-502(C) and Sec. 21-506 (commercial table)",,official-html,extracted,,"Min lot/site area 3 acres (130,680 sf). Min lot/site depth 250 ft; min frontage on one arterial 450 ft. Max lot coverage 30%; max height 30 ft; front/corner 60 ft; rear 20 ft; interior rear/side setback 60 ft (recorded as side_setback); setback from residential zones 30 ft. Permitted/conditional uses per Sec. 21-503 Land Use Matrix. No density/FAR published."
az-peoria:pc-2,az-peoria,City of Peoria,PC-2,Planned Community Commercial District (PC-2),commercial,871200,TBD,TBD,TBD,TBD,60,TBD,120,60,60,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-502(D) and Sec. 21-506 (commercial table)",,official-html,extracted,,"Min lot/site area 20 acres (871,200 sf). Min lot/site depth 660 ft; min frontage on one arterial 660 ft. Max lot coverage N/R -> TBD; max height 60 ft; front/corner 120 ft; rear 60 ft; interior rear/side 60 ft (recorded as side_setback); setback from residential zones 120 ft. Permitted/conditional uses per Sec. 21-503 Land Use Matrix. No density/FAR published."
az-peoria:pi-1,az-peoria,City of Peoria,PI-1,Planned Light Industrial District (PI-1),industrial,TBD,80,TBD,TBD,40,48,TBD,40,0,25,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-502(J) and Sec. 21-506 (industrial table)",,official-html,extracted,,"Min lot area N/R -> TBD; min lot width 80 ft. Max lot coverage 40%. Max height 48 ft. Front 40 ft; least single side 0 ft (recorded), total sides 20 ft; rear 25 ft; corner side 20 ft; setback from residential zoning districts 50 ft. Permitted/conditional uses per Sec. 21-503 Land Use Matrix. No density/FAR published."
az-peoria:r1-10,az-peoria,City of Peoria,R1-10,Single Family Residential (R1-10),residential,10000,70,TBD,TBD,45,30,TBD,20,5,15,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-415 and Sec. 21-420, R1 table",,official-html,extracted,,Min lot depth 100 ft. Front setback 20 ft (front-facing garage); 10 ft for side-entry garage. Interior side 'min/total' = 5/15; binding single-side minimum 5. No max density/FAR published.
az-peoria:r1-12,az-peoria,City of Peoria,R1-12,Single Family Residential (R1-12),residential,12000,70,TBD,TBD,40,30,TBD,20,5,15,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-415 and Sec. 21-420, R1 table",,official-html,extracted,,Min lot depth 100 ft. Front setback 20 ft for front-facing garage; 10 ft allowed for side-entry garage (note that not more than 60% of front-facing elevation may be at the 10-ft setback). Interior side 'min/total' = 5/15; binding single-side minimum 5. No max density/FAR published.
az-peoria:r1-18,az-peoria,City of Peoria,R1-18,Single Family Residential (R1-18),residential,18000,90,TBD,TBD,35,30,TBD,20,5,15,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-415 and Sec. 21-420, R1 table",,official-html,extracted,,"Min lot depth 100 ft. Front setback 20 ft. Interior side 'min/total' = 5/15; binding single-side minimum 5, 15 ft combined. No max density/FAR published."
az-peoria:r1-35,az-peoria,City of Peoria,R1-35,Single Family Residential (R1-35),residential,35000,125,TBD,TBD,35,30,TBD,30,10,20,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-415 and Sec. 21-420, R1 table",,official-html,extracted,,"Min lot depth 100 ft. Front setback 30 ft (front-facing garage). Interior side 'min/total' = 10/20; binding single-side minimum 10, 20 ft combined. No max density/FAR published."
az-peoria:r1-43,az-peoria,City of Peoria,R1-43,Single Family Residential (R1-43),residential,43560,145,TBD,TBD,30,30,TBD,35,10,30,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-415 and Sec. 21-420 (Property Development Standards for Permitted Principal Uses), R1 table",,official-html,extracted,,"Min lot area listed in table (header says 'acreage' but values are square feet; 43,560 sf = 1.0 acre). Min lot depth 100 ft. Front setback 35 ft for front-facing garage (and side-entry garage). Interior side setback shown as 'min/total' = 10/30; binding single-side minimum 10, 30 ft combined. No max density or FAR published; height 30 ft, no story cap stated."
az-peoria:r1-6,az-peoria,City of Peoria,R1-6,Single Family Residential (R1-6),residential,6000,50,TBD,TBD,45,30,TBD,20,5,15,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-415 and Sec. 21-420, R1 table",,official-html,extracted,,Min lot depth 100 ft. Front setback 20 ft (front-facing garage); 10 ft for side-entry garage. Interior side recorded in table as '5/8/13'; binding single-side minimum 5 ft (8/13 are additional combined-side figures). No max density/FAR published.
az-peoria:r1-7,az-peoria,City of Peoria,R1-7,Single Family Residential (R1-7),residential,7000,70,TBD,TBD,45,30,TBD,20,5,15,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-415 and Sec. 21-420, R1 table (note Delta)",,official-html,extracted,,"LEGACY DISTRICT: per table note, R1-7 applies only to property zoned R1-7 on or before 2-13-1991; no property may be rezoned to R1-7 after that date. Still a base district in the ordinance. Min lot depth 100 ft. Interior side 'min/total' = 5/15; binding single-side minimum 5. No max density/FAR published."
az-peoria:r1-8,az-peoria,City of Peoria,R1-8,Single Family Residential (R1-8),residential,8000,70,TBD,TBD,45,30,TBD,20,5,15,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-415 and Sec. 21-420, R1 table",,official-html,extracted,,Min lot depth 100 ft. Front setback 20 ft (front-facing garage); 10 ft for side-entry garage. Interior side 'min/total' = 5/15; binding single-side minimum 5. No max density/FAR published.
az-peoria:rm-1,az-peoria,City of Peoria,RM-1,Multi-Family Residential (RM-1),residential,TBD,30,18,TBD,60,48,TBD,10,5,15,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-424 and Sec. 21-429 (Development Standards) table",,official-html,extracted,,"RM-1 standards vary by building type (three columns): Attached single-family / Two-three-four-family & multi-family / Multi-family 5+. Values recorded are the most permissive envelope across building types where they form the district maximum: max density up to 18 du/ac (5+ multi-family; 8 for attached SF, 12 for 2-4 family, each potentially +2 with findings), max lot coverage up to 60% (attached SF; 50% other types), max height up to 48 ft (multi-family 5+; 30 ft other types). Binding minimum setbacks recorded: front 10 ft (attached SF; 20 ft other types), rear 15 ft (all), side 5 ft (attached SF; 20 ft other types), corner side 10-15 ft. Min lot width 30 ft applies to attached SF only (N/R for other types). No minimum lot area stated in table (TBD). No FAR/story cap published."
az-peoria:rmh-1,az-peoria,City of Peoria,RMH-1,Mobile Home Subdivision District (RMH-1),residential,7000,60,TBD,TBD,TBD,TBD,TBD,20,4,30,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-431 and Sec. 21-435 (Property Development Standards for Mobile Home Subdivisions)",,official-html,extracted,,"Standards are narrative (not a grid). Min lot size 7,000 sf; min lot width 60 ft; front setback from interior streets 20 ft; rear yard 30 ft; side yard 4 ft minimum single side, 13 ft total both sides (binding single-side minimum recorded as 4). Additional 25 ft setback for any building/mobile home from district boundary or street abutting the subdivision. No max height, coverage, density, or FAR specified in this section."
az-peoria:rmh-2,az-peoria,City of Peoria,RMH-2,Recreational Vehicle Resort District (RMH-2),residential,435600,TBD,TBD,TBD,TBD,25,2,15,TBD,TBD,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-438 and Sec. 21-443 (Development Standards)",,official-html,extracted,,"Standards are narrative. Minimum district area 10 acres (435,600 sf) undivided by a public street (recorded as min_lot_size_sf). Minimum area per RV site 1,750 sf; RV site min width 35 ft, min depth 50 ft. Setback for RV park 15 ft from any public street (recorded as front_setback). Max building height 2 stories or 25 ft, whichever is less. 10% of area (less private streets) devoted to recreation/open space. No district-wide side/rear building setback, lot width, density, or FAR published; per-site dimensions noted here instead."
az-peoria:sr-35,az-peoria,City of Peoria,SR-35,Suburban Ranch (SR-35),residential,35000,125,TBD,TBD,35,30,TBD,30,10,20,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-408 and Sec. 21-412, Table SR-43/SR-35",,official-html,extracted,,"Side Yard Setback recorded in table as '10/20' = 10 ft minimum on one side, 20 ft combined; binding single-side minimum recorded as 10. No density/FAR/story standard published."
az-peoria:sr-43,az-peoria,City of Peoria,SR-43,Suburban Ranch (SR-43),residential,43560,145,TBD,TBD,25,30,TBD,40,20,20,,az-peoria-zoning,"Ch. 21 Zoning, Sec. 21-408 and Sec. 21-412 (Property Development Standards for Permitted Principal Uses), Table SR-43/SR-35",,official-html,extracted,,"Source migrated off Municode; Peoria AZ code is hosted on American Legal Publishing (codelibrary.amlegal.com/codes/peoriaaz), supplement 2026 S-9. Reached via Chrome browser (server-side fetch/API blocked by 403). Min lot area 43,560 sf = 1.0 acre (table labels 'square feet'). No density/FAR/story standard published for SR districts. Side setback 20 ft each side."
az-phoenix:a-1,az-phoenix,City of Phoenix,A-1,A-1 Light Industrial District,industrial,TBD,TBD,TBD,TBD,TBD,56,TBD,TBD,30,30,,az-phoenix-zoning,§627.F,,official-html,extracted,,"Source reachable via rendered browser. Height 56 ft max (up to 80 ft with use permit; warehouse up to 110 ft by Council). Side & rear setback 30 ft where adjacent to a residential district (closed buildings; 150 ft for open buildings/uses) — confirms prior draft. Front yard governed by §701.D.3 (street-classification based, no single number) so front=TBD. No fixed min lot size or lot-coverage % in base standards. Outdoor uses/storage min 75 ft from public street."
az-phoenix:a-2,az-phoenix,City of Phoenix,A-2,A-2 Industrial District,industrial,TBD,TBD,TBD,TBD,TBD,56,TBD,TBD,30,30,,az-phoenix-zoning,§628,,official-html,extracted,,"Source reachable via rendered browser. Official name 'A-2 Industrial District' (prior draft 'Heavy Industrial District'). Height 56 ft max (up to 80 ft with use permit; warehouse up to 110 ft by Council). Side & rear setback 30 ft where adjacent to a residential district (150 ft open buildings) — confirms prior draft. Front yard per §701.D.3, so front=TBD. No fixed min lot size or lot-coverage % in base standards."
az-phoenix:c-1,az-phoenix,City of Phoenix,C-1,Commercial C-1 District—Neighborhood Retail,commercial,TBD,TBD,TBD,TBD,50,30,2,25,5,15,,az-phoenix-zoning,"§622.E (amended Ord. G-7446, Jan 2026)",,official-html,extracted,,"Source reachable via rendered browser. Official name 'Commercial C-1 District—Neighborhood Retail' (prior draft 'Neighborhood Commercial'). Base non-residential height 2 stories/30 ft (§622.E.4.a), extendable to 4 stories/56 ft by Council; core-area structures (§622.E.3.f) allow 4 stories/56 ft — recorded base 30 ft. Front building setback average 25 ft (min 20 for <=50% of structure); side adjacent to residence lot = 5 ft; rear adjacent to residence district = 15 ft; setbacks scale up with height per E.4.d table. Lot coverage 50% net. No fixed min lot size in code. Multifamily uses follow R-3 standards."
az-phoenix:c-2,az-phoenix,City of Phoenix,C-2,Commercial C-2 District—Intermediate Commercial,commercial,TBD,TBD,TBD,TBD,50,30,2,25,5,15,,az-phoenix-zoning,§623.E,,official-html,extracted,,"Source reachable via rendered browser. Official name 'Commercial C-2 District—Intermediate Commercial'. Base non-residential height 2 stories/30 ft (§623.E.4.a), extendable to 4 stories/56 ft by Council; core areas (E.3.d) 4 stories/56 ft — recorded base 30 ft (prior draft also had 30). Setbacks per same building-setback table as C-1: front average 25 ft, side 5 ft adjacent to residence, rear 15 ft adjacent to residence. Lot coverage 50% net. No fixed min lot size."
az-phoenix:c-3,az-phoenix,City of Phoenix,C-3,Commercial C-3 District—General Commercial,commercial,TBD,TBD,TBD,TBD,50,30,2,25,5,15,,az-phoenix-zoning,§624.E,,official-html,extracted,,"Source reachable via rendered browser. Official name 'Commercial C-3 District—General Commercial' (matches prior draft). Base non-residential height 2 stories/30 ft (§624.E.4.a), extendable to 4 stories/56 ft by Council; core areas 4 stories/56 ft — recorded base 30 ft (prior draft had 56). Setbacks per same building-setback table: front average 25 ft, side 5 ft adjacent to residence, rear 15 ft adjacent to residence. Lot coverage 50% net. No fixed min lot size."
az-phoenix:p-1,az-phoenix,City of Phoenix,P-1,"Parking P-1 District—Passenger Automobile Parking, Limited",special,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,TBD,,az-phoenix-zoning,§639,,official-html,extracted,,"Source reachable via rendered browser. §639 is a parking district (surface passenger-auto parking lots and carports only); it contains NO dimensional standards (no lot area, height, setbacks, or coverage) — defers to §702 off-street parking standards and §507 site plan. All dimensional fields genuinely not specified in code (TBD), consistent with prior draft. Officially verified as having no base-zone dimensional table."
az-phoenix:p-2,az-phoenix,City of Phoenix,P-2,P-2 Parking District,special,TBD,TBD,TBD,TBD,TBD,56,TBD,TBD,TBD,TBD,,az-phoenix-zoning,§640.B,,official-html,extracted,,"Source reachable via rendered browser. §640 parking-structure district. Max structure height 56 ft (15 ft within 10 ft of a single-family district, increasing 1 ft per 1 ft added setback) — confirms prior draft's 56 ft. No lot area, setback, or coverage standards in code (defers to §702/§507), so those remain TBD."
az-phoenix:r-2,az-phoenix,City of Phoenix,R-2,Multi-Family Residence District,residential,TBD,60,10,TBD,50,30,2,20,3,25,,az-phoenix-zoning,"§614 (Table 614.1, Standard Option; amended Ord. G-7446, Jan 2026)",,official-html,extracted,,"Source reachable via rendered browser. Official name is 'Multi-Family Residence District' (prior draft mislabeled it 'Single-Family'). Lot width 60 x depth 94; max density 10.0 PDU/AC gross (Standard; 10.5 PRD, 12.0 w/ bonus); no single min-lot-SF, so TBD. Setbacks front 20, rear 25, street side 10, interior sides 10 & 3 (side=3). Coverage 50%(+10%). Height 2 stories & 30 ft Standard (up to 4 stories/48 ft under PRD w/ setback); 15-ft cap within 10 ft of single-family district."
az-phoenix:r-3,az-phoenix,City of Phoenix,R-3,Multi-Family Residence District,residential,TBD,60,14.5,TBD,50,30,2,25,3,15,,az-phoenix-zoning,"§615 (Table 615.1, Standard Option; amended Ord. G-7446, Jan 2026)",,official-html,extracted,,"Source reachable via rendered browser. Official name 'Multi-Family Residence District' (prior draft 'Multiple Residence District'). Lot width 60 x depth 94; max density 14.5 PDU/AC gross (15.5 PRD, 17.5 bonus); no single min-lot-SF, so TBD. Setbacks front 25, rear 15 (prior draft had 20), street side 10, interior sides 10 & 3 (side=3). Coverage 50%(+10%). Height 2 stories & 30 ft Standard (up to 4 stories/48 ft under PRD)."
az-phoenix:r-3a,az-phoenix,City of Phoenix,R-3A,Multi-Family Residence District,residential,TBD,60,22,TBD,50,30,2,25,3,15,,az-phoenix-zoning,"§616 (Table 616.1, Standard Option; amended Ord. G-7446, Jan 2026)",,official-html,extracted,,"Source reachable via rendered browser. Official name 'Multi-Family Residence District'. Lot width 60 x depth 94; max density 22.0 PDU/AC gross (23.0 PRD, 26.5 bonus); no single min-lot-SF, so TBD. Setbacks front 25, rear 15, street side 10, interior sides 10 & 3 (side=3). Coverage 50%(+10%). Height 2 stories & 30 ft Standard; PRD allows 3 stories/40 ft up to 4 stories/48 ft."
az-phoenix:r-4,az-phoenix,City of Phoenix,R-4,Multi-Family Residence District,residential,TBD,60,29,TBD,50,40,3,20,3,15,,az-phoenix-zoning,"§617 (Table 617.1, Standard Option; amended Ord. G-7446, Jan 2026)",,official-html,extracted,,"Source reachable via rendered browser. Official name 'Multi-Family Residence District'. Lot width 60 x depth 94; max density 29.0 PDU/AC gross (30.0 PRD, 35.0 bonus); no single min-lot-SF, so TBD. Setbacks front 20, rear 15, street side 10, interior sides 10 & 3 (side=3). Coverage 50%(+10%). Height 3 stories & 40 ft Standard (up to 4 stories/48 ft under PRD)."
az-phoenix:r-4a,az-phoenix,City of Phoenix,R-4A,Multi-Family Residence—General District,residential,6000,60,TBD,TBD,50,48,TBD,20,5,15,,az-phoenix-zoning,§619.B,,official-html,extracted,,"Source reachable via rendered browser. Older-format section with explicit numbers: min lot 6,000 SF (min width 60, depth 94); 1 DU per 1,000 SF lot area (1 efficiency per 500 SF) — density not stated as DUA so left TBD. Front 20, two side yards 5 ft each, rear 15, coverage 50%, height max 48 ft. Confirms prior draft."
az-phoenix:r-5,az-phoenix,City of Phoenix,R-5,Multi-Family Residence District—Restricted Commercial,residential,TBD,60,43.5,TBD,50,48,4,20,3,15,,az-phoenix-zoning,"§618 (Table 618.1, Standard Option; amended Ord. G-7446, Jan 2026)",,official-html,extracted,,"Source reachable via rendered browser. Official name 'Multi-Family Residence District—Restricted Commercial'. Lot width 60 x depth 94; max density 43.5 PDU/AC gross (45.5 PRD, 52.5 bonus); no single min-lot-SF, so TBD. Setbacks front 20, rear 15, street side 10, interior sides 10 & 3 (side=3). Coverage 50%(+10%). Height 4 stories & 48 ft (confirms prior draft's 48 ft); 15-ft cap within 10 ft of single-family district. Nonresidential/mixed uses follow C-1 standards per §618.C."
az-phoenix:r-o,az-phoenix,City of Phoenix,R-O,Residential Office District—Restricted Commercial,commercial,24000,TBD,TBD,TBD,30,25,TBD,20,10,25,1 space per 200-250 sf net floor area (varies by lot size; §620.C),az-phoenix-zoning,§620.C,,official-html,extracted,,"Source reachable via rendered browser. Gross lot area recommended minimum 24,000 SF (may be reduced by Council); front 20, side 10, rear 25, lot coverage 30% of net lot area (carports +10% not counted). Height limited to 15 ft at min rear/side setbacks, increasing 1 ft per 1 ft added setback to max 25 ft. Parking: 1 space/250 SF (12,000-23,999 SF lots) or 1/200 SF (6,000-11,999 SF lots) net floor area. Confirms prior draft."
az-phoenix:r1-10,az-phoenix,City of Phoenix,R1-10,Single-Family Residence District,residential,TBD,80,3.5,TBD,50,30,2,25,3,25,,az-phoenix-zoning,"§611 (Table 611.1, Standard Option; amended Ord. G-7446, Jan 2026)",,official-html,extracted,,"Source reachable via rendered browser. Current table: lot width 80 ft x depth 94 ft, max density 3.5 PDU/AC gross (4.5 w/ bonus); no single min-lot-SF figure, so min_lot_size_sf=TBD (prior draft's 10,000 SF not in current code). Setbacks front 25, rear 25, street side 10, interior sides 10 & 3 (side recorded as 3). Coverage 50% (+10%). Height 2 stories & 30 ft."
az-phoenix:r1-14,az-phoenix,City of Phoenix,R1-14,One-Family Residence District,residential,14000,110,TBD,TBD,25,30,2,30,10,20,,az-phoenix-zoning,"§607.B (applies only to land zoned R1-14 prior to Sept 13, 1981)",,official-html,extracted,,"Source reachable via rendered browser. Older-format section with explicit numbers: net lot 14,000 SF, width 110 ft, depth 120 ft, front 30, street side 15, interior side 10, rear 20. Lot coverage 25% (40% if all structures <20 ft and one story). Height 2 stories, not to exceed 30 ft. side_setback_ft recorded as interior side 10. Official name 'One-Family Residence' (prior draft said 'Single-Family Residence')."
az-phoenix:r1-18,az-phoenix,City of Phoenix,R1-18,Single-Family Residence District,residential,TBD,130,2,TBD,30,30,2,25,10,30,,az-phoenix-zoning,"§610 (Table 610.1, Standard Option; amended Ord. G-7446, Jan 2026)",,official-html,extracted,,"Source reachable via rendered browser. Current table: lot width 130 ft x depth 120 ft, max density 2.0 PDU/AC gross (2.5 w/ bonus); no single min-lot-SF figure, so min_lot_size_sf=TBD (prior draft's 18,000 SF not in current code). Setbacks front 25, rear 30, sides 10. Coverage 30% (+10%). Height 2 stories & 30 ft."
